id,name,type,typecode,address,pcode,pname,citycode,cityname,adcode,adname,location,longitude,latitude,tel,biz_ext
B0FFF0E97O,荔枝洲,风景名胜;风景名胜;风景名胜,110200,精工路与明理路交叉口西南380米,440000,广东省,0756,珠海市,440402,香洲区,"113.537340,22.366005",113.53734,22.366005,[],"{'cost': [], 'rating': '3.6', 'ticket_ordering': '0'}"
B02F40037D,石溪风景区,风景名胜;风景名胜;风景名胜,110200,梅华东路与书香路交叉口北200米,440000,广东省,0756,珠海市,440402,香洲区,"113.553940,22.284688",113.55394,22.284688,[],"{'cost': [], 'rating': '3.7', 'ticket_ordering': '0'}"
B0FFIN4JXD,福德圣庙,风景名胜;风景名胜;风景名胜,110200,联安路与水湾路交叉口西北120米,440000,广东省,0756,珠海市,440402,香洲区,"113.561319,22.226882",113.561319,22.226882,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B02F40PMCE,基督教平沙堂,风景名胜;风景名胜;教堂,110206,平沙二路2038号2楼,440000,广东省,0756,珠海市,440404,金湾区,"113.185322,22.101488",113.185322,22.101488,[],"{'cost': [], 'rating': '3.6', 'ticket_ordering': '0'}"
B0FFIZLZS8,珠海普陀寺-普光明殿,风景名胜;风景名胜;寺庙道观,110205,东坑凤凰山风景区内,440000,广东省,0756,珠海市,440402,香洲区,"113.527704,22.315281",113.527704,22.315281,0756-8508462,"{'cost': [], 'rating': '3.5', 'ticket_ordering': '0'}"
B0FFGD9V4P,解放万山群岛烈士纪念碑,风景名胜;风景名胜;红色景区,110210,山房路与华夏路交叉口东260米,440000,广东省,0756,珠海市,440402,香洲区,"113.588478,22.361683",113.588478,22.361683,[],"{'cost': [], 'rating': '3.5', 'ticket_ordering': '0'}"
B02F40R3J4,平塘雅园,风景名胜;风景名胜;观景点,110209,平沙镇丰业路,440000,广东省,0756,珠海市,440404,金湾区,"113.192387,22.094611",113.192387,22.094611,[],"{'cost': [], 'rating': '3.7', 'ticket_ordering': '0'}"
B0KUBRZ90W,观景台,风景名胜;风景名胜;风景名胜,110200,海滨北路1号景山公园(东北角),440000,广东省,0756,珠海市,440402,香洲区,"113.578286,22.265522",113.578286,22.265522,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFGCHFDX,淇澳岛-苏兆征故居,风景名胜;风景名胜;红色景区,110210,唐家镇淇澳村白石街461号,440000,广东省,0756,珠海市,440402,香洲区,"113.646670,22.412428",113.64667,22.412428,0756-3311128,"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B02F402Z2E,南屏观音庙,风景名胜;风景名胜;寺庙道观,110205,坪岚路62号,440000,广东省,0756,珠海市,440402,香洲区,"113.505483,22.215678",113.505483,22.215678,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B02F4025J3,东澳古庙,风景名胜;风景名胜;寺庙道观,110205,康宁街淇澳岛(东南角),440000,广东省,0756,珠海市,440402,香洲区,"113.648612,22.406189",113.648612,22.406189,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B02F40OQYO,沥溪村苏曼殊故居,风景名胜;风景名胜;纪念馆,110204,球场街3号,440000,广东省,0756,珠海市,440402,香洲区,"113.497489,22.289650",113.497489,22.28965,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0FFHEWT0R,唐家三庙,风景名胜;风景名胜;寺庙道观,110205,唐家湾镇唐家古镇(东北角),440000,广东省,0756,珠海市,440402,香洲区,"113.594521,22.360941",113.594521,22.360941,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFINNQQG,牛王庙,风景名胜;风景名胜;寺庙道观,110205,边山直街南段,440000,广东省,0756,珠海市,440402,香洲区,"113.593949,22.354659",113.593949,22.354659,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFG895K0,横石基沙滩,风景名胜;风景名胜;海滩,110208,587县道,440000,广东省,0756,珠海市,440404,金湾区,"113.313154,22.001219",113.313154,22.001219,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B02F402UY0,珠海淇澳红树林保护区,风景名胜;风景名胜;国家级景点,110202,唐家山房路旧市场侧,440000,广东省,0756,珠海市,440402,香洲区,"113.634477,22.416465",113.634477,22.416465,0756-2239004,"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B02F402OY1,九洲岛,风景名胜;风景名胜;国家级景点,110202,吉大情侣南路(九洲港码头对开1.8公里),440000,广东省,0756,珠海市,440402,香洲区,"113.617342,22.240114",113.617342,22.240114,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B02F401CJD,共乐园,风景名胜;风景名胜;风景名胜,110200,唐家湾镇山房路234号,440000,广东省,0756,珠海市,440402,香洲区,"113.590114,22.362921",113.590114,22.362921,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B02F400189,珠海渔女,风景名胜;风景名胜;省级景点,110203,情侣中路香炉湾,440000,广东省,0756,珠海市,440402,香洲区,"113.588277,22.261417",113.588277,22.261417,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B0FFGP84NJ,金沙滩,风景名胜;风景名胜;海滩,110208,三灶镇长沙栏路,440000,广东省,0756,珠海市,440404,金湾区,"113.392139,22.003809",113.392139,22.003809,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0FFG2XS8R,乾务镇牌坊,风景名胜;风景名胜;风景名胜,110200,乾南中路191号,440000,广东省,0756,珠海市,440403,斗门区,"113.229818,22.152784",113.229818,22.152784,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0FFGDWK79,九洲城,风景名胜;风景名胜;风景名胜,110200,景山路191号,440000,广东省,0756,珠海市,440402,香洲区,"113.579210,22.257475",113.57921,22.257475,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0KGVCFB65,珠海情侣路旅游度假区,风景名胜;风景名胜;风景名胜,110200,镜新二街56号,440000,广东省,0756,珠海市,440402,香洲区,"113.569593,22.286260",113.569593,22.28626,15812427797,"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0JUVN4KC2,木头冲沙滩,风景名胜;风景名胜;风景名胜,110200,三灶镇木头冲村,440000,广东省,0756,珠海市,440404,金湾区,"113.347285,22.004223",113.347285,22.004223,15818955433,"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0JGHKRRCZ,中国历史文化名街珠海斗门旧街,风景名胜;风景名胜;风景名胜|地名地址信息;地名地址信息;地名地址信息,110200|190000,斗门镇,440000,广东省,0756,珠海市,440403,斗门区,"113.199800,22.235695",113.1998,22.235695,[],"{'cost': '28.00', 'rating': '4.5', 'ticket_ordering': '0'}"
B0FFH88F6Z,刘家环牌坊,风景名胜;风景名胜;风景名胜,110200,刘家环村,440000,广东省,0756,珠海市,440403,斗门区,"113.298115,22.256356",113.298115,22.256356,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFGBAHCH,先锋林,风景名胜;风景名胜;风景名胜,110200,九洲大道西辅路与粤海路交叉口南120米,440000,广东省,0756,珠海市,440402,香洲区,"113.529551,22.233013",113.529551,22.233013,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFIRZJ9H,前河北路沿河公园,风景名胜;风景名胜;风景名胜,110200,前河北路与造贝路交叉口西80米,440000,广东省,0756,珠海市,440402,香洲区,"113.515327,22.237593",113.515327,22.237593,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0LASR4V21,阿那亚,风景名胜;风景名胜;风景名胜,110200,沙拦落日旅拍营地西北侧120米,440000,广东省,0756,珠海市,440404,金湾区,"113.308145,22.002263",113.308145,22.002263,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0I0RO5I2J,城市客厅,风景名胜;风景名胜;风景名胜,110200,情侣中路与吉大路交叉口东北200米,440000,广东省,0756,珠海市,440402,香洲区,"113.590597,22.256972",113.590597,22.256972,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0GRD7JFQ9,珠海国际航海文化中心,科教文化服务;文化宫;文化宫|风景名胜;风景名胜;风景名胜,140800|110200,情侣南路中,440000,广东省,0756,珠海市,440402,香洲区,"113.589031,22.234609",113.589031,22.234609,15363999008,"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFLBPL4K,太保庙,风景名胜;风景名胜;寺庙道观,110205,唐家湾镇上栅村青园巷巷口,440000,广东省,0756,珠海市,440402,香洲区,"113.539584,22.389090",113.539584,22.38909,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFHUM9TO,莫氏大宗祠,风景名胜;风景名胜;寺庙道观,110205,会同古村旅游区,440000,广东省,0756,珠海市,440402,香洲区,"113.516240,22.353877",113.51624,22.353877,[],"{'cost': [], 'rating': '3.9', 'ticket_ordering': '0'}"
B0FFHOYUSU,那洲古氏大宗祠,风景名胜;风景名胜;寺庙道观,110205,那洲三村,440000,广东省,0756,珠海市,440402,香洲区,"113.501750,22.359547",113.50175,22.359547,[],"{'cost': [], 'rating': '3.8', 'ticket_ordering': '0'}"
B0FFI79DHT,震山卓公祠,风景名胜;风景名胜;寺庙道观,110205,圣皇头街与圣皇街交叉口南150米,440000,广东省,0756,珠海市,440402,香洲区,"113.543848,22.372543",113.543848,22.372543,[],"{'cost': [], 'rating': '3.5', 'ticket_ordering': '0'}"
B0FFG62DRV,名人故里,风景名胜;风景名胜;纪念馆,110204,唐家湾镇山房路99号唐绍仪故居内(西侧),440000,广东省,0756,珠海市,440402,香洲区,"113.591371,22.358994",113.591371,22.358994,[],"{'cost': [], 'rating': '3.1', 'ticket_ordering': '0'}"
B02F40OQFH,大王庙,风景名胜;风景名胜;寺庙道观,110205,龙坛路与龙坛村十九巷交叉口西北40米,440000,广东省,0756,珠海市,440403,斗门区,"113.275830,22.210733",113.27583,22.210733,[],"{'cost': [], 'rating': '3.1', 'ticket_ordering': '0'}"
B0LBNHB245,二井湾湿地公园观鸟屋,风景名胜;风景名胜;风景名胜,110200,二井湾湿地公园,440000,广东省,0756,珠海市,440402,香洲区,"113.467763,22.117315",113.467763,22.117315,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0LALCJC68,金海滩旅游区,风景名胜;风景名胜;国家级景点,110202,今时营地西南侧120米,440000,广东省,0756,珠海市,440404,金湾区,"113.390520,22.002193",113.39052,22.002193,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0KUBLOLHE,前山河碧道,风景名胜;风景名胜;风景名胜,110200,前河东路298号前河东路滨河公园(西北角),440000,广东省,0756,珠海市,440402,香洲区,"113.529546,22.225827",113.529546,22.225827,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0KRKLC1GM,珠海市天沐河碧道-人工沙滩,风景名胜;风景名胜;海滩,110208,濠江路中海·名钻西南侧约210米,440000,广东省,0756,珠海市,440402,香洲区,"113.534787,22.133251",113.534787,22.133251,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0K6JAVIHR,海晏楼,风景名胜;风景名胜;风景名胜,110200,[],440000,广东省,0756,珠海市,440403,斗门区,"113.165799,22.232718",113.165799,22.232718,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0K3FUSQ2W,珠海药线灸基地,风景名胜;风景名胜;风景名胜,110200,唐家山房路17号,440000,广东省,0756,珠海市,440402,香洲区,"113.594230,22.357869",113.59423,22.357869,18928013913,"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0K2AUY5HB,银坑古榕树,风景名胜;风景名胜;风景名胜,110200,港湾大道与泉星东路交叉口东480米,440000,广东省,0756,珠海市,440402,香洲区,"113.607067,22.315626",113.607067,22.315626,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0J295S1VN,那溪河畔,风景名胜;风景名胜;风景名胜,110200,钟氏农场东北侧70米,440000,广东省,0756,珠海市,440402,香洲区,"113.500217,22.353657",113.500217,22.353657,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0J1Z5IWP0,琴澳海湾游(横琴码头),风景名胜;风景名胜;风景名胜,110200,德政街8号,440000,广东省,0756,珠海市,440402,香洲区,"113.551538,22.114256",113.551538,22.114256,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0I2T5WOA9,洪聖宫,风景名胜;风景名胜;寺庙道观,110205,珠海大道3888号,440000,广东省,0756,珠海市,440402,香洲区,"113.429044,22.188042",113.429044,22.188042,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0FFLKPI5B,珠海市基督教红旗堂,风景名胜;风景名胜;教堂,110206,红旗镇虹晖二路珠海货加车科技物流园3层,440000,广东省,0756,珠海市,440404,金湾区,"113.335223,22.125123",113.335223,22.125123,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFKWIUNE,妈祖庙,风景名胜;风景名胜;寺庙道观,110205,桂山岛风景区内(南侧),440000,广东省,0756,珠海市,440402,香洲区,"113.824187,22.132354",113.824187,22.132354,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0FFKJNS10,珠海黄氏大宗祠,风景名胜;风景名胜;寺庙道观,110205,582县道附近,440000,广东省,0756,珠海市,440403,斗门区,"113.181513,22.148114",113.181513,22.148114,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFK85CKR,淇澳村史馆,风景名胜;风景名胜;风景名胜,110200,南腾街淇澳岛(东南角),440000,广东省,0756,珠海市,440402,香洲区,"113.647125,22.412327",113.647125,22.412327,0756-3311840,"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFK4YSPF,那溪东庙,风景名胜;风景名胜;寺庙道观,110205,那洲五村64号,440000,广东省,0756,珠海市,440402,香洲区,"113.503508,22.357185",113.503508,22.357185,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0FFF50KDH,湾仔仙人祠,风景名胜;风景名胜;风景名胜,110200,湾仔街道珠三角环线高速公路竹仙公园,440000,广东省,0756,珠海市,440402,香洲区,"113.519952,22.188598",113.519952,22.188598,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B02F40OW62,珠海市基督教香洲堂,风景名胜;风景名胜;教堂|政府机构及社会团体;社会团体;教会,110206|130409,吉大园林路106号信海大厦3层,440000,广东省,0756,珠海市,440402,香洲区,"113.580201,22.251882",113.580201,22.251882,0756-3334402,"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0FFI9IWR1,嗜老佘公祠,风景名胜;风景名胜;风景名胜,110200,官塘长塘东巷,440000,广东省,0756,珠海市,440402,香洲区,"113.545150,22.372413",113.54515,22.372413,[],"{'cost': [], 'rating': '3.3', 'ticket_ordering': '0'}"
B0FFH60FSW,西沙滩,风景名胜;风景名胜;海滩,110208,高栏港西沙湾附近,440000,广东省,0756,珠海市,440404,金湾区,"113.285847,21.924086",113.285847,21.924086,[],"{'cost': [], 'rating': '3.5', 'ticket_ordering': '0'}"
B02F400864,竹仙洞(不对外开放),风景名胜;风景名胜;风景名胜,110200,竹仙路竹仙洞附近,440000,广东省,0756,珠海市,440402,香洲区,"113.514054,22.203006",113.514054,22.203006,[],"{'cost': '15.00', 'rating': '3.5', 'ticket_ordering': '0'}"
B0FFHLRPWE,莲塘西庙,风景名胜;风景名胜;寺庙道观,110205,唐家湾镇金鼎上栅街,440000,广东省,0756,珠海市,440402,香洲区,"113.535869,22.385801",113.535869,22.385801,[],"{'cost': [], 'rating': '3.5', 'ticket_ordering': '0'}"
B0LUKDVCWI,妈祖,风景名胜;风景名胜;风景名胜,110200,躬山东侧180米,440000,广东省,0756,珠海市,440404,金湾区,"113.289708,21.916771",113.289708,21.916771,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0KUBRSVNP,武侯庙,风景名胜;风景名胜;寺庙道观,110205,界涌村团结路与团结路六巷交叉口东北360米,440000,广东省,0756,珠海市,440402,香洲区,"113.488835,22.312421",113.488835,22.312421,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0KBF5TVJI,长隆横琴湾酒店南花园海景草坪,风景名胜;风景名胜;风景名胜,110200,富祥湾珠海长隆横琴湾酒店内,440000,广东省,0756,珠海市,440402,香洲区,"113.548211,22.097645",113.548211,22.097645,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0K2OU2822,北京理工大学(珠海)荔枝岛,风景名胜;风景名胜;风景名胜,110200,北京理工大学(珠海)天佑楼东北侧200米,440000,广东省,0756,珠海市,440402,香洲区,"113.536638,22.367298",113.536638,22.367298,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0K1Y137HI,珠海长隆度假区(旅游服务中心),风景名胜;风景名胜;风景名胜,110200,环岛东路65号,440000,广东省,0756,珠海市,440402,香洲区,"113.541362,22.098751",113.541362,22.098751,13377561741;13417739291,"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0JRV7O4Z4,五圣宫抗日武装指挥部旧址,风景名胜;风景名胜;风景名胜,110200,白蕉镇月坑村北区,440000,广东省,0756,珠海市,440403,斗门区,"113.281455,22.305791",113.281455,22.305791,13417791086,"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0JRDU68K8,巨川唐公祠·香山悦书斋,风景名胜;风景名胜;风景名胜,110200,巨川唐公祠,440000,广东省,0756,珠海市,440402,香洲区,"113.591166,22.359103",113.591166,22.359103,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0JDZ5EU84,十字门华发商都一期(绸带)-海之珠广场,风景名胜;风景名胜;风景名胜,110200,银湾路1633号,440000,广东省,0756,珠海市,440402,香洲区,"113.527295,22.173734",113.527295,22.173734,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0J1JCWH8Q,横琴粤澳深度合作区月季园,风景名胜;风景名胜;风景名胜,110200,保南路199号,440000,广东省,0756,珠海市,440402,香洲区,"113.514440,22.156276",113.51444,22.156276,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0IG17H7LU,大王宫工丈摩崖石刻,风景名胜;风景名胜;风景名胜,110200,白蕉镇桅夹村,440000,广东省,0756,珠海市,440403,斗门区,"113.334841,22.219358",113.334841,22.219358,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0HK2RV14S,唐家古围墙,风景名胜;风景名胜;风景名胜,110200,山房路与大同路交叉口西340米,440000,广东省,0756,珠海市,440402,香洲区,"113.590195,22.359215",113.590195,22.359215,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0H2JMT2WT,万山海战遗址,风景名胜;风景名胜;红色景区,110210,桂山镇桂山岛吊藤湾,440000,广东省,0756,珠海市,440402,香洲区,"113.819144,22.129621",113.819144,22.129621,0756-8851100,"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0G1HMISJ5,梁氏大宗祠,风景名胜;风景名胜;寺庙道观,110205,唐家湾镇唐家古镇内(东侧),440000,广东省,0756,珠海市,440402,香洲区,"113.596009,22.359650",113.596009,22.35965,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0FFLOWWGH,赵氏祖祠,风景名胜;风景名胜;寺庙道观,110205,斗门镇南门路,440000,广东省,0756,珠海市,440403,斗门区,"113.189797,22.235724",113.189797,22.235724,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0FFI98U5O,榕斋吴公祠,风景名胜;风景名胜;寺庙道观,110205,翠微小学东南侧160米,440000,广东省,0756,珠海市,440402,香洲区,"113.521879,22.260174",113.521879,22.260174,[],"{'cost': [], 'rating': '3.7', 'ticket_ordering': '0'}"
B02F40PMC3,圆明新园-石舫,风景名胜;风景名胜;风景名胜,110200,九洲大道西圆明新园内(南侧),440000,广东省,0756,珠海市,440402,香洲区,"113.539112,22.240874",113.539112,22.240874,0756-8664670,"{'cost': [], 'rating': '2.8', 'ticket_ordering': '0'}"
B02F40OHOW,灵岩洞,风景名胜;风景名胜;风景名胜,110200,590县道,440000,广东省,0756,珠海市,440404,金湾区,"113.383860,22.046243",113.38386,22.046243,[],"{'cost': [], 'rating': '3.5', 'ticket_ordering': '0'}"
B02F40OJLA,月坑老区纪念亭,风景名胜;风景名胜;红色景区,110210,建设路52号,440000,广东省,0756,珠海市,440403,斗门区,"113.284369,22.305893",113.284369,22.305893,[],"{'cost': [], 'rating': '3.4', 'ticket_ordering': '0'}"
B0KUBRP0TG,野狸岛碧道(环湾滨海碧道),风景名胜;风景名胜;风景名胜,110200,情侣路野狸岛公园内(西侧),440000,广东省,0756,珠海市,440402,香洲区,"113.586882,22.277487",113.586882,22.277487,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFHJ45YY,白藤湖旅游区,风景名胜;风景名胜;国家级景点,110202,湖心路与商业街交叉口西北260米,440000,广东省,0756,珠海市,440403,斗门区,"113.326910,22.181147",113.32691,22.181147,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B02F4025FZ,武帝庙,风景名胜;风景名胜;寺庙道观,110205,S47江珠高速,440000,广东省,0756,珠海市,440403,斗门区,"113.238778,22.333220",113.238778,22.33322,[],"{'cost': [], 'rating': '3.3', 'ticket_ordering': '0'}"
B0LAYSYYPZ,观海鹿栈,风景名胜;风景名胜;风景名胜,110200,情侣中路与吉大路交叉口东北140米,440000,广东省,0756,珠海市,440402,香洲区,"113.590378,22.256432",113.590378,22.256432,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0LBSDSA91,大赤坎-黄杨山登山点,风景名胜;风景名胜;风景名胜,110200,[],440000,广东省,0756,珠海市,440403,斗门区,"113.240751,22.267084",113.240751,22.267084,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0LAF7Z38I,日月贝拍照点,风景名胜;风景名胜;风景名胜,110200,情侣中路与东风路交叉口东北120米,440000,广东省,0756,珠海市,440402,香洲区,"113.582126,22.272450",113.582126,22.27245,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B0KR7LO9PF,最美夕阳观景点,风景名胜;风景名胜;风景名胜,110200,环岛北路1680号,440000,广东省,0756,珠海市,440402,香洲区,"113.460014,22.120313",113.460014,22.120313,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B0KDVUSYDO,爱心树,风景名胜;风景名胜;风景名胜,110200,唐家湾镇情侣北路2004号铺,440000,广东省,0756,珠海市,440402,香洲区,"113.612738,22.347361",113.612738,22.347361,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B0KBZ78WEE,观澳台,风景名胜;风景名胜;风景名胜,110200,港澳大道58号,440000,广东省,0756,珠海市,440402,香洲区,"113.531799,22.143781",113.531799,22.143781,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B0K11RQPM6,黄茅海跨海通道最佳观景点,风景名胜;风景名胜;风景名胜,110200,傍德路631号,440000,广东省,0756,珠海市,440404,金湾区,"113.121013,22.046290",113.121013,22.04629,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0JUJ7TLWF,港珠澳大桥游,风景名胜;风景名胜;风景名胜,110200,港珠澳大桥珠海口岸港东一路128号交通连廊2层,440000,广东省,0756,珠海市,440402,香洲区,"113.581486,22.207157",113.581486,22.207157,0756-3333358,"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0JG9C77BF,矿石湖,风景名胜;风景名胜;风景名胜,110200,外伶仃岛旅游度假区,440000,广东省,0756,珠海市,440402,香洲区,"114.043572,22.095105",114.043572,22.095105,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0IUA73VX8,香山云道,风景名胜;风景名胜;风景名胜,110200,情侣中路2889号,440000,广东省,0756,珠海市,440402,香洲区,"113.576236,22.294290",113.576236,22.29429,0756-3368608,"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0IDSZHBS2,热浪湾,风景名胜;风景名胜;风景名胜,110200,情侣中路87号,440000,广东省,0756,珠海市,440402,香洲区,"113.591943,22.250756",113.591943,22.250756,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0I3GCHJQL,海天公园沙滩,风景名胜;风景名胜;海滩,110208,情侣中路,440000,广东省,0756,珠海市,440402,香洲区,"113.578676,22.295725",113.578676,22.295725,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B0I3AUT05E,大桥观景平台,风景名胜;风景名胜;观景点,110209,港珠澳大桥珠海公路口岸出境送客平台北侧,440000,广东省,0756,珠海市,440402,香洲区,"113.581144,22.205944",113.581144,22.205944,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0I35UMYPR,海天驿站景观栈道,风景名胜;风景名胜;风景名胜,110200,情侣中路与港湾大道交叉口东北360米,440000,广东省,0756,珠海市,440402,香洲区,"113.581397,22.302059",113.581397,22.302059,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B0I097PCAR,天帆竞航观景台,风景名胜;风景名胜;风景名胜,110200,红花山郊野公园,440000,广东省,0756,珠海市,440402,香洲区,"113.601275,22.323207",113.601275,22.323207,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0HAB5QG9B,白沙滩,风景名胜;风景名胜;海滩,110208,唐家湾,440000,广东省,0756,珠海市,440402,香洲区,"113.624110,22.364706",113.62411,22.364706,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0H3D5RIUW,城市客厅-观景台,风景名胜;风景名胜;观景点,110209,吉大与情侣中路交叉口东城市客厅,440000,广东省,0756,珠海市,440402,香洲区,"113.591437,22.253180",113.591437,22.25318,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0H2CUSMSN,万山岛,风景名胜;风景名胜;风景名胜,110200,万山群岛,440000,广东省,0756,珠海市,440402,香洲区,"113.721735,21.939711",113.721735,21.939711,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0GR0KUQ76,小三浪,风景名胜;风景名胜;海滩,110208,高栏岛东南部三浪湾,440000,广东省,0756,珠海市,440404,金湾区,"113.282223,21.907481",113.282223,21.907481,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFMDHFRN,白海豚岛,风景名胜;风景名胜;风景名胜,110200,港珠澳大桥,440000,广东省,0756,珠海市,440402,香洲区,"113.789377,22.279896",113.789377,22.279896,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFM5MOB4,港珠澳大桥蓝海豚岛,风景名胜;风景名胜;风景名胜,110200,吉大街道G94珠三角环线高速出口与G94珠三角环线高速入口交叉口西北60米,440000,广东省,0756,珠海市,440402,香洲区,"113.849675,22.278584",113.849675,22.278584,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFLP5AQU,情侣路,风景名胜;风景名胜;风景名胜,110200,情侣中路,440000,广东省,0756,珠海市,440402,香洲区,"113.581813,22.272443",113.581813,22.272443,[],"{'cost': '100.00', 'rating': '4.8', 'ticket_ordering': '0'}"
B0FFLBJANL,黄杨八景牌坊,风景名胜;风景名胜;风景名胜,110200,大赤坎村,440000,广东省,0756,珠海市,440403,斗门区,"113.245796,22.275139",113.245796,22.275139,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
